Review_ID,App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,App_ID
3058,"ary news","keeps crashing msg pops every mins saying stopped",Neutral,NULL,NULL,2994
3059,"ary news urdu",nan,Neutral,NULL,NULL,2973
3060,"ary news urdu","can't read different language come",Neutral,NULL,0.6,2973
3061,"ary news urdu","way truth",Neutral,NULL,NULL,2973
3062,"ary news urdu","It work north America",Neutral,NULL,NULL,2973
3063,"ary news urdu","Too much ads",Positive,0.2,0.2,2973
3064,"ary news urdu",nan,Neutral,NULL,NULL,2973
3065,"ary news urdu",nan,Neutral,NULL,NULL,2973
3066,"ary news urdu","Always busy.",Positive,0.1,0.3,2973
3067,"ary news urdu","I think they chenal good",Positive,0.7,0.6,2973
3068,"ary news urdu",Nice,Positive,0.6,1,2973
3069,"ary news urdu","Very Good",Positive,0.91,0.78,2973
3070,"ary news urdu",Brilliant,Positive,0.9,1,2973
3071,"ary news urdu","full adverts pop every seconds",Positive,0.35,0.55,2973
3072,"ary news urdu",nan,Neutral,NULL,NULL,2973
3073,"ary news urdu","How long will I decide on my ARY's bucket?",Negative,-0.05,0.4,2973
3074,"ary news urdu",nan,Neutral,NULL,NULL,2973
3075,"ary news urdu","As previous two reviews. Unwatchable , unusable",Negative,-0.166667,0.166667,2973
3076,"ary news urdu","Whats point putting live option u gonna cover screen ads mean u try cancel still stay though",Negative,-0.0880682,0.59375,2973
3077,"ary news urdu","Do not miss live updates, live streaming, or exit",Positive,0.136364,0.5,2973
3078,"ary news urdu","Nonsense abuser",Neutral,NULL,NULL,2973
3079,"ary news urdu","Unfortunately error facing",Negative,-0.5,1,2973
3080,"ary news urdu","Well good get live information country whenever want wherever",Positive,0.418182,0.55,2973
3081,"ary news urdu","Last update bakwaaassss...",Neutral,NULL,0.0666667,2973
3082,"ary news urdu","Not clear",Negative,-0.05,0.383333,2973
3083,"ary news urdu","My favorite channel",Positive,0.5,1,2973
3084,"ary news urdu","I installed working.",Neutral,NULL,NULL,2973
3085,"ary news urdu","Not working need improvement uninstall",Neutral,NULL,NULL,2973
3086,"ary news urdu",Great,Positive,0.8,0.75,2973
3087,"ary news urdu","Its good",Positive,0.7,0.6,2973
3088,"ary news urdu","Check updates responding. Whats wrong. I think upload advertisements.",Negative,-0.5,0.9,2973
3089,"ary news urdu",Good,Positive,0.7,0.6,2973
3090,"ary news urdu","Musharaf talk",Neutral,NULL,NULL,2973
3091,"ary news urdu",Awesome!,Positive,1,1,2973
3092,"ary news urdu","V nice",Positive,0.6,1,2973
3093,"ary news urdu",Excellent,Positive,1,1,2973
3094,"ary news urdu","Headlines videos available previous version",Positive,0.116667,0.283333,2973
3095,"ary news urdu",nan,Neutral,NULL,NULL,2973
3096,"ary news urdu",Worst,Negative,-1,1,2973
3097,"ary news urdu","Good works a3 2016",Positive,0.7,0.6,2973
3098,"ary news urdu",Thanks,Positive,0.2,0.2,2973
3099,asos,nan,Neutral,NULL,NULL,2174
3100,asos,"Every day re-sign Google account. Please fix irritating keep signing in. Also, please add south African rand currency frustrating calculate items price. Other 5 stars.",Negative,-0.23125,0.51875,2174
3101,asos,nan,Neutral,NULL,NULL,2174
3102,asos,"You select different countries, different language settings. But I can't select English language location set Germany. So ridiculous! Means I able app.",Positive,0.0166667,0.565,2174
3103,asos,"Super easy look stuff pay. One downside I noticed far: whenever I add items basket login, items disappear. Super annoying. Otherwise amazing service.",Positive,0.166667,0.827778,2174
3104,asos,"Really great app, annoying rings sold items still displayed there's much choice hard actually pick thing!",Negative,-0.0183333,0.498333,2174
3105,asos,"Great App, easy buy banging clothes, sometimes bit pricey expected! There always sales go clothes store :)",Positive,0.402083,0.745833,2174
3106,asos,"friend told I liked fanny pack. I downloaded checked out. I love it! Very nice items reasonable prices.",Positive,0.55125,0.75,2174
3107,asos,nan,Neutral,NULL,NULL,2174
3108,asos,"Took money put ordet missed make claim paypal wait paypal send money back ASOS stuffed up!",Neutral,NULL,NULL,2174
3109,asos,"Great store! Great variety , great prices, love loyalty scheme, easy deliveries pay later klarna also helpful!! Defently recommended since I've shopping asos everything I get aha !",Positive,0.588889,0.613889,2174
3110,asos,"ASOS cuties everything. I'm 58,but still dress style. Very cool clothes,shoes,household items. The prices great. I send friends & family plus size gals. ❣❤❣",Positive,0.6275,0.7975,2174
3111,asos,"Great user friendly I wish kept logged without log every day.",Positive,0.5875,0.625,2174
3112,asos,nan,Neutral,NULL,NULL,2174
3113,asos,"I almost daily shopping needs! Really efficient easy process purchase.",Positive,0.211111,0.344444,2174
3114,asos,"Absolutely love app, easy (unfortunately) easy make purchases. I love it, bank balance much ♥",Positive,0.511111,0.677778,2174
3115,asos,"Can't give five star ever since available English anymore customers Netherlands. Please provide double language choice.",Positive,0.133333,0.133333,2174
3116,asos,"It's fantastic shopping ASOS!! It's even easier convenient go... finding right clothing never easier!!",Positive,0.535714,0.717857,2174
3117,asos,"Easy watch videos clothes shoes get real unedited view items",Positive,0.316667,0.566667,2174
3118,asos,"The easy find nice things !",Positive,0.591667,0.916667,2174
3119,asos,"I love easy browse, find purchase things. ASOS done great job I've issues far(few months).",Positive,0.577778,0.727778,2174
3120,asos,"Love app. Great range clothes prices. Also really fast free shipping!",Positive,0.5,0.6875,2174
3121,asos,"I 16year old son never disappointed means neither I, brilliant round , well done ASOS x",Positive,0.29375,0.5875,2174
3122,asos,nan,Neutral,NULL,NULL,2174
3123,asos,"Love it. Lovely clothes. Easy navigate. Fast free delivery great returns",Positive,0.472222,0.722222,2174
3124,asos,"Love ASOS ans love app. Could map search delivery through, list potential collect locations 8snt much me. Otherwise, great!",Positive,0.44,0.63,2174
3125,asos,"No nonsense clothes shopping great filters, fast responses, good delivery payment options (Google Pay!). I barely shop anywhere else!",Positive,0.484375,0.5125,2174
3126,asos,"My entire wardrobe ASOS boyfriend. 100% go everything",Neutral,NULL,0.625,2174
3127,asos,"Best online shopping come across, really simple navigate, mention great deals!",Positive,0.666667,0.469048,2174
3128,asos,"My partner got always quality products returns amazing easy handle especially 1 year Express free returns.",Positive,0.358333,0.883333,2174
3129,asos,"Excellent 10/10 price.range,staff,quality. No drama worries, problem. I back. A+++",Positive,0.5,0.5,2174
3130,asos,"Freezes scrolling bit. Every damn time.",Neutral,NULL,NULL,2174
3131,asos,"Used good, item I want size stock.",Positive,0.7,0.6,2174
3132,asos,"ASOS great quick search, always easy find looking for.",Positive,0.522222,0.694444,2174
3133,asos,"easy to use, shipping fast enough, wide choice of clothing and more, for everyone",Positive,0.206667,0.566667,2174
3134,asos,"I love app! Just wish I could leave read reviews! I trust sizing, sometimes I wish I read someone else's opinion",Positive,0.78125,0.6,2174
3135,asos,"Convenient use, easy search, good promotion, exclusive items",Positive,0.566667,0.716667,2174
3136,asos,"Bad international shipping service.",Negative,-0.35,0.333333,2174
3137,asos,"This useful sorts different things. It easy navigate full different styles clothes",Positive,0.216667,0.516667,2174
3138,asos,"Intuitive visual app. Everything could possibly need finger tips. Well done ASOS!",Neutral,NULL,0.5,2174
3139,asos,nan,Neutral,NULL,NULL,2174
3140,asos,"Every day re-sign Google account. Please fix irritating keep signing in. Also, please add south African rand currency frustrating calculate items price. Other 5 stars.",Negative,-0.23125,0.51875,2174
3141,asos,nan,Neutral,NULL,NULL,2174
3142,asos,"You select different countries, different language settings. But I can't select English language location set Germany. So ridiculous! Means I able app.",Positive,0.0166667,0.565,2174
3143,asos,"Super easy look stuff pay. One downside I noticed far: whenever I add items basket login, items disappear. Super annoying. Otherwise amazing service.",Positive,0.166667,0.827778,2174
3144,asos,"Really great app, annoying rings sold items still displayed there's much choice hard actually pick thing!",Negative,-0.0183333,0.498333,2174
3145,asos,"Great App, easy buy banging clothes, sometimes bit pricey expected! There always sales go clothes store :)",Positive,0.402083,0.745833,2174
3146,asos,"friend told I liked fanny pack. I downloaded checked out. I love it! Very nice items reasonable prices.",Positive,0.55125,0.75,2174
3147,asos,nan,Neutral,NULL,NULL,2174
3148,asos,"Took money put ordet missed make claim paypal wait paypal send money back ASOS stuffed up!",Neutral,NULL,NULL,2174
3149,asos,"Great store! Great variety , great prices, love loyalty scheme, easy deliveries pay later klarna also helpful!! Defently recommended since I've shopping asos everything I get aha !",Positive,0.588889,0.613889,2174
3150,asos,"ASOS cuties everything. I'm 58,but still dress style. Very cool clothes,shoes,household items. The prices great. I send friends & family plus size gals. ❣❤❣",Positive,0.6275,0.7975,2174
3151,asos,"Great user friendly I wish kept logged without log every day.",Positive,0.5875,0.625,2174
3152,asos,"Awful customer automatic responses. The products ones see website. Terrible. Absolutely terrible.",Negative,-1,1,2174
3153,asos,"I almost daily shopping needs! Really efficient easy process purchase.",Positive,0.211111,0.344444,2174
3154,asos,"Absolutely love app, easy (unfortunately) easy make purchases. I love it, bank balance much ♥",Positive,0.511111,0.677778,2174
3155,asos,"Can't give five star ever since available English anymore customers Netherlands. Please provide double language choice.",Positive,0.133333,0.133333,2174
3156,asos,"It's fantastic shopping ASOS!! It's even easier convenient go... finding right clothing never easier!!",Positive,0.535714,0.717857,2174
3157,asos,"Easy watch videos clothes shoes get real unedited view items",Positive,0.316667,0.566667,2174
3158,asos,"The easy find nice things !",Positive,0.591667,0.916667,2174
3159,asos,"I love easy browse, find purchase things. ASOS done great job I've issues far(few months).",Positive,0.577778,0.727778,2174
3160,asos,"Love app. Great range clothes prices. Also really fast free shipping!",Positive,0.5,0.6875,2174
3161,asos,"I 16year old son never disappointed means neither I, brilliant round , well done ASOS x",Positive,0.29375,0.5875,2174
3162,asos,nan,Neutral,NULL,NULL,2174
3163,asos,"Love it. Lovely clothes. Easy navigate. Fast free delivery great returns",Positive,0.472222,0.722222,2174
3164,asos,"Love ASOS ans love app. Could map search delivery through, list potential collect locations 8snt much me. Otherwise, great!",Positive,0.44,0.63,2174
3165,asos,nan,Neutral,NULL,NULL,2174
3166,asos,"My entire wardrobe ASOS boyfriend. 100% go everything",Neutral,NULL,0.625,2174
3167,asos,"Best online shopping come across, really simple navigate, mention great deals!",Positive,0.666667,0.469048,2174
3168,asos,"My partner got always quality products returns amazing easy handle especially 1 year Express free returns.",Positive,0.358333,0.883333,2174
3169,asos,nan,Neutral,NULL,NULL,2174
3170,asos,"Freezes scrolling bit. Every damn time.",Neutral,NULL,NULL,2174
3171,asos,"Used good, item I want size stock.",Positive,0.7,0.6,2174
3172,asos,nan,Neutral,NULL,NULL,2174
3173,asos,"easy to use, shipping fast enough, wide choice of clothing and more, for everyone",Positive,0.206667,0.566667,2174
3174,asos,nan,Neutral,NULL,NULL,2174
3175,asos,"Convenient use, easy search, good promotion, exclusive items",Positive,0.566667,0.716667,2174
3176,asos,nan,Neutral,NULL,NULL,2174
3177,asos,"This useful sorts different things. It easy navigate full different styles clothes",Positive,0.216667,0.516667,2174
3178,asos,"Intuitive visual app. Everything could possibly need finger tips. Well done ASOS!",Neutral,NULL,0.5,2174
3179,"asus calling screen",nan,Neutral,NULL,NULL,2745
3180,"asus calling screen","Asus helping all, missed lot calls bad apps, cant answer phone calls calling dialing sound all. I prefer brand even cheaper phone better Asus",Positive,0.0666667,0.522222,2745
3181,"asus calling screen","It recognize numbers long distance operator code Brazil contacts long distance code. Should fixed, I'll rate five stars. Also, give option add operator number",Neutral,NULL,0.333333,2745
3182,"asus calling screen","Best dialer I came across.. Inbulit call recording feature .. Rated 4 stars It Inbulit Video calling feature like Xiaomi Gionee phone dialers. please release update stock dialer video calling VoLTE available",Positive,0.7,0.35,2745
3183,"asus calling screen","Remains beneath home screen. Not possible take calls. Practically work. U able accept calls. What earth phone then?",Positive,0.25,0.8125,2745
3184,"asus calling screen","It recognize numbers long distance operator code Brazil contacts long distance code. Should fixed, I'll rate five stars.",Neutral,NULL,0.333333,2745
3185,"asus calling screen",nan,Neutral,NULL,NULL,2745
3186,"asus calling screen","I want option removing ability call second SIM SIM call button. My second SIM data I want avoid chances call mistake.",Neutral,NULL,NULL,2745
3187,"asus calling screen","Overall ok. The option shows open app. Just like Simple Dialer",Positive,0.125,0.339286,2745
3188,"asus calling screen","Missed calls get disappeared minutes. I missed many important calls What Please help",Positive,0.45,0.75,2745
3189,"asus calling screen","The hangs remains frozen I try make phone calls. Have restart phone happens calls affected well. Only solution rollback updates.",Neutral,NULL,1,2745
3190,"asus calling screen",nan,Neutral,NULL,NULL,2745
3191,"asus calling screen","When I make call, screen turns dark I cannot turn again, flickers goes dark again. I cannot anything, press buttons, hang up, mention complete lack screens. Yes, I turned phone tried multiple times different numbers even, date. Please release fix asap.",Negative,-0.04,0.36,2745
3192,"asus calling screen","Cant make calls contacts stuck synching contacts. Its new sim contacts entered yet. Ridiculous glitch renders asus useless.",Negative,-0.232323,0.551515,2745
3193,"asus calling screen","It freezes often I call someone, I restart phone every time happens.",Neutral,NULL,NULL,2745
3194,"asus calling screen","sir,please add call screen background feature.I hope solve problem possible.Thanks ASUS",Neutral,NULL,NULL,2745
3195,"asus calling screen",nan,Neutral,NULL,NULL,2745
3196,"asus calling screen","Please add video call button calling screen. pathetic third party video calling. :-(",Negative,-0.583333,0.666667,2745
3197,"asus calling screen","dear sir, asus ZenFone 3 user.this ph awesome super current market.but plss added video call feature like samsung calling feature.i hope problem solve quickly. thanks",Positive,0.383333,0.566667,2745
3198,"asus calling screen",nan,Neutral,NULL,NULL,2745
3199,"asus calling screen","private contacts snoop messages like asus zenfone max zc550kl",Neutral,NULL,0.375,2745
3200,"asus calling screen","No sound keeps dialing. When hung It can't go back normal screen. Something wrong asus.",Negative,-0.1375,0.4875,2745
3201,"asus calling screen","Lost option switch dark mode... Now I need new dialer. Latest update, still same.",Positive,0.121591,0.469886,2745
3202,"asus calling screen",nan,Neutral,NULL,NULL,2745
3203,"asus calling screen",nan,Neutral,NULL,NULL,2745
3204,"asus calling screen",nan,Neutral,NULL,NULL,2745
3205,"asus calling screen","Please make calling screen like Samsung. This good. Looks dumb.",Positive,0.1625,0.55,2745
3206,"asus calling screen","I problem mic update. It working.",Neutral,NULL,NULL,2745
3207,"asus calling screen","This version bug mutes calls installed..",Neutral,NULL,NULL,2745
3208,"asus calling screen",nan,Neutral,NULL,NULL,2745
3209,"asus calling screen","This running ZenFone 3 deluxe. Mic mutes call screen locks.",Positive,0.6,0.9,2745
3210,"asus calling screen",nan,Neutral,NULL,NULL,2745
3211,"asus calling screen","If call receive dail, concect call can't save number call delete options... What do?",Neutral,NULL,NULL,2745
3212,"asus calling screen",nan,Neutral,NULL,NULL,2745
3213,"asus calling screen",nan,Neutral,NULL,NULL,2745
3214,"asus calling screen","Not good",Negative,-0.35,0.6,2745
3215,"asus calling screen",nan,Neutral,NULL,NULL,2745
3216,"asus calling screen",nan,Neutral,NULL,NULL,2745
3217,"asus calling screen",nan,Neutral,NULL,NULL,2745
3218,"asus calling screen",nan,Neutral,NULL,NULL,2745
3219,"asus cover for zenfone 2","Can't view emails. , Need option customise appearance colour. , Need show what's pop Asus cover ..... Hope improve it. Thank you...",Neutral,NULL,NULL,2656
3220,"asus cover for zenfone 2","Useful responsive. A nice touch improve phone's usability. A limitations due security (lock screen)",Positive,0.258333,0.458333,2656
3221,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3222,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3223,"asus cover for zenfone 2","There glitch I closes phone flip cover. The screen moves randomly....",Negative,-0.5,0.5,2656
3224,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3225,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3226,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3227,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3228,"asus cover for zenfone 2","Charging light disappeared update",Positive,0.4,0.7,2656
3229,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3230,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3231,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3232,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3233,"asus cover for zenfone 2","I Dont like Asus",Neutral,NULL,NULL,2656
3234,"asus cover for zenfone 2","The application is activated by your own contact. Please correct it as soon as possible",Positive,0.3,1,2656
3235,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3236,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3237,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3238,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3239,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3240,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3241,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3242,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3243,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3244,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3245,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3246,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3247,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3248,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3249,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3250,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3251,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3252,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3253,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3254,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3255,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3256,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3257,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3258,"asus cover for zenfone 2",nan,Neutral,NULL,NULL,2656
3259,"asus gallery",nan,Neutral,NULL,NULL,2220
3260,"asus gallery",nan,Neutral,NULL,NULL,2220
3261,"asus gallery",nan,Neutral,NULL,NULL,2220
3262,"asus gallery",nan,Neutral,NULL,NULL,2220
3263,"asus gallery",nan,Neutral,NULL,NULL,2220
3264,"asus gallery",nan,Neutral,NULL,NULL,2220
3265,"asus gallery",nan,Neutral,NULL,NULL,2220
3266,"asus gallery",nan,Neutral,NULL,NULL,2220
3267,"asus gallery",nan,Neutral,NULL,NULL,2220
3268,"asus gallery",nan,Neutral,NULL,NULL,2220
3269,"asus gallery",nan,Neutral,NULL,NULL,2220
3270,"asus gallery",nan,Neutral,NULL,NULL,2220
3271,"asus gallery",nan,Neutral,NULL,NULL,2220
3272,"asus gallery",nan,Neutral,NULL,NULL,2220
3273,"asus gallery",nan,Neutral,NULL,NULL,2220
3274,"asus gallery",nan,Neutral,NULL,NULL,2220
3275,"asus gallery",nan,Neutral,NULL,NULL,2220
3276,"asus gallery",nan,Neutral,NULL,NULL,2220
3277,"asus gallery",nan,Neutral,NULL,NULL,2220
3278,"asus gallery",nan,Neutral,NULL,NULL,2220
3279,"asus gallery",nan,Neutral,NULL,NULL,2220
3280,"asus gallery",nan,Neutral,NULL,NULL,2220
3281,"asus gallery",nan,Neutral,NULL,NULL,2220
3282,"asus gallery",nan,Neutral,NULL,NULL,2220
3283,"asus gallery",nan,Neutral,NULL,NULL,2220
3284,"asus gallery",nan,Neutral,NULL,NULL,2220
3285,"asus gallery",nan,Neutral,NULL,NULL,2220
3286,"asus gallery",nan,Neutral,NULL,NULL,2220
3287,"asus gallery",nan,Neutral,NULL,NULL,2220
3288,"asus gallery",nan,Neutral,NULL,NULL,2220
3289,"asus gallery",nan,Neutral,NULL,NULL,2220
3290,"asus gallery",nan,Neutral,NULL,NULL,2220
3291,"asus gallery",nan,Neutral,NULL,NULL,2220
3292,"asus gallery",nan,Neutral,NULL,NULL,2220
3293,"asus gallery",nan,Neutral,NULL,NULL,2220
3294,"asus gallery",nan,Neutral,NULL,NULL,2220
3295,"asus gallery",nan,Neutral,NULL,NULL,2220
3296,"asus gallery",nan,Neutral,NULL,NULL,2220
3297,"asus gallery",nan,Neutral,NULL,NULL,2220
3298,"asus gallery",nan,Neutral,NULL,NULL,2220
3299,"asus quick memo",nan,Neutral,NULL,NULL,2741
3300,"asus quick memo",nan,Neutral,NULL,NULL,2741
3301,"asus quick memo",nan,Neutral,NULL,NULL,2741
3302,"asus quick memo",nan,Neutral,NULL,NULL,2741
3303,"asus quick memo",nan,Neutral,NULL,NULL,2741
3304,"asus quick memo",nan,Neutral,NULL,NULL,2741
3305,"asus quick memo",nan,Neutral,NULL,NULL,2741
3306,"asus quick memo",nan,Neutral,NULL,NULL,2741
3307,"asus quick memo",nan,Neutral,NULL,NULL,2741
3308,"asus quick memo",nan,Neutral,NULL,NULL,2741
3309,"asus quick memo",nan,Neutral,NULL,NULL,2741
3310,"asus quick memo",nan,Neutral,NULL,NULL,2741
3311,"asus quick memo",nan,Neutral,NULL,NULL,2741
3312,"asus quick memo",nan,Neutral,NULL,NULL,2741
3313,"asus quick memo",nan,Neutral,NULL,NULL,2741
3314,"asus quick memo",nan,Neutral,NULL,NULL,2741
3315,"asus quick memo",nan,Neutral,NULL,NULL,2741
3316,"asus quick memo",nan,Neutral,NULL,NULL,2741
3317,"asus quick memo",nan,Neutral,NULL,NULL,2741
3318,"asus quick memo",nan,Neutral,NULL,NULL,2741
3319,"asus quick memo",nan,Neutral,NULL,NULL,2741
3320,"asus quick memo",nan,Neutral,NULL,NULL,2741
3321,"asus quick memo",nan,Neutral,NULL,NULL,2741
3322,"asus quick memo",nan,Neutral,NULL,NULL,2741
3323,"asus quick memo",nan,Neutral,NULL,NULL,2741
3324,"asus quick memo",nan,Neutral,NULL,NULL,2741
3325,"asus quick memo",nan,Neutral,NULL,NULL,2741
3326,"asus quick memo",nan,Neutral,NULL,NULL,2741
3327,"asus quick memo",nan,Neutral,NULL,NULL,2741
3328,"asus quick memo",nan,Neutral,NULL,NULL,2741
3329,"asus quick memo",nan,Neutral,NULL,NULL,2741
3330,"asus quick memo",nan,Neutral,NULL,NULL,2741
3331,"asus quick memo",nan,Neutral,NULL,NULL,2741
3332,"asus quick memo",nan,Neutral,NULL,NULL,2741
3333,"asus quick memo",nan,Neutral,NULL,NULL,2741
3334,"asus quick memo",nan,Neutral,NULL,NULL,2741
3335,"asus quick memo","To personally, making sense!",Neutral,NULL,0.3,2741
3336,"asus quick memo","2 strings shows opened app? It's joke? Where "pin main screen" setting users asking long time?",Positive,0.0583333,0.366667,2741
3337,"asus quick memo",nan,Neutral,NULL,NULL,2741
3338,"asus quick memo",nan,Neutral,NULL,NULL,2741
3339,"asus sound recorder","Add Dark Theme Please",Negative,-0.15,0.4,2522
3340,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3341,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3342,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3343,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3344,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3345,"asus sound recorder","Like it.",Neutral,NULL,NULL,2522
3346,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3347,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3348,"asus sound recorder","Very good",Positive,0.91,0.78,2522
3349,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3350,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3351,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3352,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3353,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3354,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3355,"asus sound recorder","I'm totally impressed many ASUS like "Sound Recorder" superior quality that's simple use.",Positive,0.52,0.631429,2522
3356,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3357,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3358,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3359,"asus sound recorder","Very useful easy",Positive,0.411667,0.416667,2522
3360,"asus sound recorder","Cool issues found past two years",Positive,0.05,0.45,2522
3361,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3362,"asus sound recorder","Missing changelog",Negative,-0.2,0.05,2522
3363,"asus sound recorder","Very good app's",Positive,0.91,0.78,2522
3364,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3365,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3366,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3367,"asus sound recorder",Nice,Positive,0.6,1,2522
3368,"asus sound recorder",Good,Positive,0.7,0.6,2522
3369,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3370,"asus sound recorder",Good,Positive,0.7,0.6,2522
3371,"asus sound recorder","Nice easy",Positive,0.516667,0.916667,2522
3372,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3373,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3374,"asus sound recorder","Good quality",Positive,0.7,0.6,2522
3375,"asus sound recorder","Best software",Positive,1,0.3,2522
3376,"asus sound recorder",Excellent,Positive,1,1,2522
3377,"asus sound recorder",nan,Neutral,NULL,NULL,2522
3378,"asus sound recorder",Nice,Positive,0.6,1,2522
3379,"asus supernote",nan,Neutral,NULL,NULL,2737
3380,"asus supernote","Very useful. I'd like create new note template, image changed , template (Eiffel tower). Thanks",Positive,0.242121,0.218182,2737
3381,"asus supernote",nan,Neutral,NULL,NULL,2737
3382,"asus supernote",nan,Neutral,NULL,NULL,2737
3383,"asus supernote","All notes gone update, can't sign WebStorage account. While login menu show sign WebStorage account. Thank",Neutral,NULL,NULL,2737
3384,"asus supernote","The nice page limit satisfied.",Positive,0.55,1,2737
3385,"asus supernote",nan,Neutral,NULL,NULL,2737
3386,"asus supernote",nan,Neutral,NULL,NULL,2737
3387,"asus supernote","Unless setup way wants work correctly.",Positive,0.2,0.1,2737
3388,"asus supernote","zf 3 max",Neutral,NULL,NULL,2737
3389,"asus supernote","Nice store copy save information.",Positive,0.6,1,2737
3390,"asus supernote","I love it!",Positive,0.625,0.6,2737
3391,"asus supernote",nan,Neutral,NULL,NULL,2737
3392,"asus supernote",Awesome!!!!,Positive,1,1,2737
3393,"asus supernote","Typing supported write notes handwriting swiping screen.. irritating... I'll give 5star supports normal typing system.thanks",Negative,-0.125,0.725,2737
3394,"asus supernote",nan,Neutral,NULL,NULL,2737
3395,"asus supernote","I'm trying send feedback, texts appearing screen. Can u help retrieve notes? I opened day, notes gone! I made online backup yet.",Neutral,NULL,NULL,2737
3396,"asus supernote","Very silly can't save notes that's page, save separate pages. Nor share note, separate emails. Glaring issue makes whole thing bit amateur..",Negative,-0.233333,0.55,2737
3397,"asus supernote",nan,Neutral,NULL,NULL,2737
3398,"asus supernote","I three ASUS devices. This sync even single note share among them. Useless.",Negative,-0.285714,0.207143,2737
3399,"asus supernote","I like flaw I like limited page size, I'd like option text page endless text. This makes easier copy paste large groups text.",Positive,0.00595238,0.440476,2737
3400,"asus supernote",nan,Neutral,NULL,NULL,2737
3401,"asus supernote",nan,Neutral,NULL,NULL,2737
3402,"asus supernote","Pls update give ability save redo. Because keep accidentally erasing important notes im trying scroll page. Also update page enable easy scrolling put option smaller font size ttyping",Positive,0.277778,0.777778,2737
3403,"asus supernote",nan,Neutral,NULL,NULL,2737
3404,"asus supernote","How I unlock notes lockee I forgot password? I'm pretty sure password correct still unlock.",Positive,0.375,0.944444,2737
3405,"asus supernote",nan,Neutral,NULL,NULL,2737
3406,"asus supernote","My notes suddenly disappeared folders there. Can fix it? I really need notes. Asap.",Positive,0.1,0.35,2737
3407,"asus supernote","Omg I looking for! This best app. Better note better journey diaro. It notebooks add pages it. This simple best journal writing app. I really loved totally free. You sync data ASUS account. Best ASUS users.",Positive,0.6375,0.482143,2737
